"Feature matrix below based on Winter 25 Release Notes as of December 27, 2024",Spring 25 Release Notes (PDF),,,Spring 25 Release Notes (HTML),,,,,,,,
,,,,,,,,,,,,
Field Service Mobile App Device Deprecations,,,Field Service,Mobile,,,TRUE,,,"As of the Winter ‘25 release, the following devices are deprecated: Android 9 and any devices using iOS 16.",,
Simplify Mobile Forms with Data Capture Flow (Generally Available),,,Field Service,Mobile,Data Capture,,TRUE,,,"Create dynamic, responsive forms in Flow Builder with the Data Capture flow type. Data Capture is the Salesforce Field Service solution for forms for everything from pre-work tasks like safety protocol to environmental assessments. With Data Capture, build forms that use conditional logic to simplify the mobile experience, respond to mobile users’ input, and reduce task completion time. Previously, you had to integrate external apps to create forms that launch from the mobile app. With the Data Capture flow, forms are seamlessly integrated with the Salesforce platform and are tailored to the task.",,
Empower Mobile Workers with Data Capture Forms (Generally Available),,,Field Service,Mobile,Data Capture,,TRUE,,,"Get the job done faster, online or offline, with smart, dynamic Data Capture forms. Launch Data Capture forms from the Forms tab on Work Order Overview or directly from a service appointment or work order line item from the Forms related list. Navigate freely throughout Data Capture forms without missing a beat. Data Capture flows are auto-saved, so you don’t have to worry about losing your work. From asset maintenance to environmental assessment, the conditional logic of Data Capture tailors data collection to the task at hand, freeing mobile workers to focus on what matters and complete work faster.
",,
Build Dynamic Forms with Discovery Framework Data Capture Flow (Generally Available),,,Field Service,Mobile,Data Capture,,TRUE,,,"Create dynamic, responsive forms in Flow Builder with the Discovery Framework Data Capture Flow type. Use Discovery Framework’s assessment questions to build mobile-friendly forms that work even in poor connectivity areas. Add conditional logic and parent-child questions to ensure that your mobile workers see only the necessary questions. Maintain a clear audit trail by reusing and versioning questions across multiple forms.",,
Improve Mobile Worker Productivity with Discovery Framework Data Capture Forms (Generally Available),,,Field Service,Mobile,Data Capture,TRUE,,,,"Your Field Service mobile workers can collect information quickly, online or offline, with Discovery Framework Based Data Capture forms. Launch the forms directly from a service appointment or work order line item from the Forms related list. From onboarding new customers to capturing information during site visits, responses to the form questions are automatically saved in both online and offline connectivity scenarios. Help your workers focus on important work and complete their tasks faster without worrying about losing their work.",,
Gather All the Answers with the Assessment Variable for Discovery Framework Data Capture,,,Field Service,Mobile,Data Capture,,TRUE,,,"Collect responses to all questions within a Discovery Framework Data Capture flow more easily. Create the new assessment variable available in a Discovery Framework Data Capture flow. When the flow generates responses to assessment questions, this record variable stores values to create the parent assessment for those responses. Previously, you created a variable and added logic in the flow to store values for the parent assessment.",,
Automatically Unlock a Suite of Advanced Features with Lightning Data Service,,,Field Service,Mobile,,,TRUE,,,"Experience the power of Salesforce with the auto-enablement of Lightning Data Service for all new orgs and sandbox environments. Features include Data Capture and Document Builder, which leverage the capabilities of Lightning Web Components. By integrating these tools, your organization can streamline data collection, enhance document management, and ultimately drive greater business efficiency and productivity.",,
Address Asset Issues Proactively with Asset Service Predictions (Generally Available),,,Field Service,Mobile,,,,,TRUE,Boost uptime and lower costs with asset service predictions. These predictions use the asset's service history while predicting about a service appointment to help mobile workers plan for maintenance and repairs before a problem occurs.,,
Manage Service Records Automatically On the Go,,,Field Service,Mobile,,,,TRUE,,"Manage service records offline when mobile workers arrive or leave an area. Geolocation-based actions with mobile screen flows run in the background as workers engage with the app. ‌Previously, mobile workers had to go back online for the action’s data to be synced and for the record-triggered flow to launch.",,
Get Notified When Mobile Workers Arrive at the Office or Pass by a Work Facility,,,Field Service,Mobile,,,,TRUE,,"To monitor mobile worker safety and automate check-ins, use geolocation-based actions with new support for service territory and service territory members. You can trigger actions when mobile workers come in, out, or through the area. These enhancements lead to streamlined operations, better resource management, and ultimately, higher customer satisfaction by making sure that services are delivered more efficiently and safely. Previously, only service appointments were supported, not the service territory and service territory members.",,
Update Field Service Records Quickly and Easily,,,Field Service,Mobile,,TRUE,TRUE,TRUE,,Update record pages in the Field Service mobile app with improved performance. Update records faster and get a more intuitive user experience.,,
Minimize Work Disruptions with Seamless Updates,,,Field Service,Mobile,,TRUE,,,,"Keep users current with essential Lightning web component (LWC) updates while avoiding disruptions to their workflow. Users receive a notification when an important update is available. They can stay productive and update at their convenience, without logging out or worrying about unstable connections. Previously, users had to log out or clear their cache to update LWC.",,
Update Service Appointment's En Route Status On the Go,,,Field Service,Mobile,,,,TRUE,,"Customize the service appointment's en route status value used by the Field Service mobile widget. When the mobile worker taps the option that indicates they're on the way, the service appointment status is updated. Previously, the mobile worker had to select a status manually.",,
Improve Your Scheduling and Optimization Proficiency with Revamped Salesforce Help Content,,,Field Service,Spotlight on Field Service Content,,TRUE,,,,"Explore updated documentation that boosts your self-sufficiency, enhances user engagement, and facilitates the adoption of our automated features, maximizing your ROI. We enriched the Salesforce Help content on scheduling and optimization to simplify the implementation process. For example, you get insights into feature configurations, capabilities, and limitations. You also get more details about tools for scheduling automation and optimization, such as how to manage your service objectives and how to optimize appointments by using priorities. Learn about the differences between the optimization engines and the advantages of transitioning to Enhanced Scheduling and Optimization.",,
Access Salesforce in More Regions with Hyperforce,,,Hyperforce,,,,,TRUE,,"Hyperforce is now available in 17 countries, giving you more choice and control over data residency. We opened new Hyperforce regions in Israel, as of June 2024, and in Osaka, Japan, as of October 2024.",,
Improved Instructions in Hyperforce Assistant,,,Hyperforce,,,,,TRUE,,"We’ve clarified the instructions in Hyperforce Assistant that explain how to use Optimizer to find hard-coded references. We’ve also clarified instructions regarding MyDomain, and alternatives to IP allowlisting.",,
Access Hyperforce Outbound IP Lists,,,Hyperforce,,,,,TRUE,,Keep your allowlists up to date with easier access to Hyperforce egress IPs.,,
Salesforce Out Of Region Disaster Recovery,,,Hyperforce,,,,,TRUE,,"Get extra peace of mind with a geographically remote disaster recovery (DR) solution for your orgs on Hyperforce.
",,
Scale Test,,,Hyperforce,,,,,TRUE,,"Book scale test days on your sandbox instance calendar to get enhanced, production-like scale on your existing test environment. The scale test process is ideal for simulating high-traffic scenarios to ensure that your implementations can scale optimally at peak usage.",,
Swiss Operating Zone,,,Hyperforce,,,,,TRUE,,"Tackle Swiss data privacy requirements with a tailored set of policy, process, and architectural standards that keep customer data in Switzerland, and in-region support in the EU.",,
Work Order Estimation,,,Industries,Asset Management,Asset Service Lifecycle Management,,,TRUE,,"Estimate installation work for products and field service from various sources.
",,
Service Appointment Booking,,,Industries,Asset Management,Asset Service Lifecycle Management,,,TRUE,,Book service appointments independently.,,
Inventory Count,,,Industries,Asset Management,Asset Service Lifecycle Management,,,TRUE,,Manage inventory count processes to get an accurate picture of your inventory and identify the discrepancies between physical and system stocks. Inventory managers can schedule cycle and ad hoc counts for multiple products by creating comprehensive count plans. Inventory count performers can count serialized and non-serialized products and take notes at inventory locations by using the Salesforce Field Service mobile app.,,
Inventory Replenishment,,,Industries,Asset Management,Asset Service Lifecycle Management,,,TRUE,,"Avoid stockouts and improve inventory turnover with Inventory Replenishment. Inventory managers and service managers can design detailed replenishment policies that define how product items are replenished when their quantities fall below specified thresholds. Run an automated process that identifies product items that require replenishment, matches product items with their replenishment policies, and creates product requests. Easily identify the applicable replenishment policy out of all eligible policies for product items.",,
Timesheets and Labor Cost Optimization Enhancements,,,Industries,Asset Management,Asset Service Lifecycle Management,,,TRUE,,"Boost your supervisor’s efficiency with the enhanced desktop experience for Timesheets and Labor Cost Optimization. Enable supervisors, time clerks, and crew leads to bulk edit and approve timesheets. Gain insights into operations and costs with a unified view using data from Enterprise Resource Planning systems, fleet management systems, labor union rules, and projects. View meal equivalents earned with approved timesheets, implement custom validation rules for your labor unions, and improve timesheet compliance using Business Rules Engine. Boost mobile worker efficiency with enhancements in the Salesforce Field Service Mobile app.",,
Represent Asset Events by Using a Predefined Context Definition,,,Industries,Asset Management,Connected Assets,,,TRUE,,"Efficiently retrieve and use asset event data in actionable event orchestrations by using the predefined Asset Event Details context definition. The context definition includes nodes and attributes to represent a typical asset event's data, including asset location, energy consumption, environmental condition, and performance. Build actionable event orchestrations for assets by using the context definition's predefined context tags as input and output variables.",,
Accelerate Actionable Event Orchestration Implementation with Templates,,,Industries,Asset Management,Connected Assets,,,TRUE,,"Get faster time-to-value for implementing orchestrations by using templates as they are or by modifying the orchestrations based on your business processes. Users can save actionable event orchestration records as templates and use expression set templates or flow templates directly as execution procedures for an orchestration. Consultants, partners, and admins can create and distribute templates to share orchestrations for standardized processes and build similar orchestrations with minimal rework.
",,
Streamline Asset Registration Based on Telematics Events,,,Industries,Asset Management,Connected Assets,,,TRUE,,"Automatically bring up-to-date asset service and entitlement data to Salesforce when you onboard connected assets by using a touchless orchestration process. Use prebuilt actionable event orchestration templates, flows, event types, and context definitions to automatically create or update the asset, warranty, milestone, and entitlement records based on asset telematics events shared from external systems. For example, when an event is triggered after a customer uses an asset for the first time, the process creates an Asset Registered milestone, adds a support entitlement, and adds a standard product warranty for the Asset record.",,
Schedule Asset Service Appointments Based on Telematics Events,,,Industries,Asset Management,Connected Assets,,,TRUE,,Automatically create service appointments for faulty assets based on real-time asset fault codes by using a touchless orchestration process. Use the prebuilt Service Appointment for Faults actionable event orchestration template to get the list of eligible distributors and available technicians near an asset's location. The orchestration schedules a service appointment based on the specific repair or maintenance work type at the earliest available slot.,,
Quickly Initiate Appraisals for Customers and Prospects,,,Industries,Automotive Cloud,Trade-In Appraisal Management (Generally Available),,,TRUE,,"Quickly initiate appraisals from Lead, Opportunity, and Account record pages during engagements with customers and prospects. Sales reps can increase revenue and improve customer satisfaction during the presales process by helping customers determine the optimum value of their vehicle. Sales reps can also create appraisals from Case and Financial Account record pages. Use Flexcards to create appraisal records with a single click.",,
Easily Capture Granular Vehicle Details for Appraisal,,,Industries,Automotive Cloud,Trade-In Appraisal Management (Generally Available),,,TRUE,,"Sales reps can process vehicle appraisals and easily specify details of vehicles by using the vehicle appraisal workflow. Initiate appraisals from lead, opportunity, or account pages for trade-in, valuation, or sales. Easily search for a vehicle by its vehicle identification number (VIN), make and model, or license plate number. Derive the valuation by specifying details such as the trim, mileage, and condition of a vehicle. Specify the ownership status of the vehicle and the customer's asking price based on their initial assessment. Customize the appraisal experience to capture attributes such as color, location, or purchase date.",,
Enhance Valuation Accuracy with Vehicle Customization Details,,,Industries,Automotive Cloud,Trade-In Appraisal Management (Generally Available),,,TRUE,,"Customizations made to a vehicle can significantly alter appraisal valuations compared to the original vehicle prices. During an appraisal process, sales agents can capture the additional parts and accessories that are installed in the vehicle. Include details of any modifications made to a vehicle, such as upgraded sound systems, leather upholstery, or custom interior designs.",,
Integrate External Sources for Better Vehicle Valuation,,,Industries,Automotive Cloud,Trade-In Appraisal Management (Generally Available),,,TRUE,,"Receive vehicle valuations from external systems based on vehicle attributes. Compare valuations from market sources such as JD Power, Kelly Blue Book (KBB), and Edmunds. Establish the baselines for vehicle valuations by classifying the vehicle condition as average, clean, or rough. Store the valuation sources, prices, and dates for vehicle appraisals for future review.",,
Efficiently Adjust and Approve the Final Appraisal Value,,,Industries,Automotive Cloud,Trade-In Appraisal Management (Generally Available),,,TRUE,,"Perform adjustments on appraisal valuations, such as discounts or markups, for specific items or at the overall appraisal level. Based on inspection visits and customer requested prices, sales agents can adjust the appraisal price. Get the adjustments reviewed by approval authorities.",,
View Appraisals Related to a Vehicle in a Single List,,,Industries,Automotive Cloud,Trade-In Appraisal Management (Generally Available),,,TRUE,,"Easily identify trade-in vehicles from the vehicle page by viewing all related appraisals on a related list. When a sales rep initiates an appraisal by using an existing vehicle identification number (VIN), the corresponding vehicle page stores and shows the vehicle appraisal item details.",,
Create Actionable Event Orchestrations Faster,,,Industries,Automotive Cloud,Connected Vehicle Enhancements,,,TRUE,,"Reduce effort in creating actionable event orchestrations based on different event types by directly using templates, or cloning and modifying the templates for your requirements. Users can save actionable event orchestration records as templates and use expression set templates or flow templates directly as execution procedures for an orchestration.",,
Automatically Register Vehicles and Assets Based on Telematics Events,,,Industries,Automotive Cloud,Connected Vehicle Enhancements,,,TRUE,,"When connected vehicles are onboarded to Salesforce, easily register the vehicles by automatically creating or updating the related warranties, entitlements, and milestone records. Use the prebuilt actionable event orchestration templates to automatically create or update records for vehicle registration based on external telematics events. For example, after a customer uses a vehicle for the first time, create an Asset Registered milestone, add web-based support entitlement, and add an asset warranty based on a standard product warranty for the Vehicle record in Automotive Cloud.",,
Automatically Schedule Vehicle Service Appointments Based On Telematics Events,,,Industries,Automotive Cloud,Connected Vehicle Enhancements,,,TRUE,,Quickly and easily schedule appointments based on diagnostic trouble codes (DTC). Suggest services to drivers while they're on the go based on real-time telematics events. Get a list of dealers and technicians closest to the vehicle's location and schedule appointments for specific repairs at the earliest available time.,,
Find a Different Vehicle for Your Vehicle Loan or Lease Application,,,Industries,Automotive Cloud,Vehicle and Asset Lending Enhancements,,,TRUE,,"Dealers or customers can use Criteria-Based Search and Filter to change their vehicle of choice on the active proposal selected by the underwriter. During the decisioning process, customers can request for a different vehicle that they need a loan for, or select a lower-priced vehicle to improve the terms of their loan or lease. Dealers can search vehicles by attributes such as model name, make name, model year, trim type, and retail price to compare vehicle prices and find the vehicle that best suits the customer's preferences.",,
Update the Application Payment Structure to Generate Better Offers,,,Industries,Automotive Cloud,Vehicle and Asset Lending Enhancements,,,TRUE,,"Dealers or customers can dynamically adjust the requested loan or lease amount, estimated interest amount, and the interest rate for the active proposal selected by the underwriter. They can revise product attributes such as the loan or lease term, and the down payment amount to align with the stipulations. Dealers can generate better payment terms for a loan or lease by updating the price-impacting fields based on a preconfigured pricing procedure.",,
Easily Track Proposals During Various Stages of Decisioning,,,Industries,Automotive Cloud,Vehicle and Asset Lending Enhancements,,,TRUE,,"Dealers and underwriters can view all the proposals and their statuses in a single list for an application form product. During application decisioning, dealers and underwriters have a unified view of all proposals and they can prioritize the proposals based on the status, stage, and selection type. Proposals are classified based on the stakeholder that selects them.",,
Easily Visualize Vehicle Inventory Search Results with a Card-Based View,,,Industries,Automotive Cloud,,,,TRUE,,"Help inventory managers view vehicle inventory search results in a simplified card-based format. Access search results faster and compare vehicles with preset Flexcards that show attribute values such as stock code, vehicle registration number, exterior color, market price, make and model name. Quickly access the vehicle record by using the hyperlinks on the search result cards.
",,
Sync Financial Account Data by Using Prebuilt Data Streams,,,Industries,Automotive Cloud,,,,TRUE,,"Send your customers' financial data from Automotive Cloud to Data Cloud by using the data streams in the Automotive data kit to build actionable insights, perform calculations, and create segments. Bring back the transformed data into Automotive Cloud to help sales and service teams at captive finance organizations to create personalized loan offers, sell lease extensions, and improve customer retention. Regularly sync the data streams to send the most current data related to financial accounts, addresses, balances, fees, statements, and transactions to Data Cloud.
",,
Keep Your Financial Data Updated with Prebuilt Service Processes,,,Industries,Automotive Cloud,,,,TRUE,,"Your service reps can efficiently collect data for various service requests by using intuitive intake forms. Create service processes by using these prebuilt templates and easily customize the Omniscripts to meet your specific business needs. Launch these processes from the Action Launcher for Automotive apps. Customers can also launch these actions in Experience Cloud for self-service.
",,
Tailor Quotes with Automatic Member Field Mapping,,,Industries,Communications Cloud,Enterprise Sales Management,,,TRUE,,"Enhance your quoting process by using automatic assignment of quote member field values to product attributes through a decision table in the Business Rules Engine (BRE). Sales reps can create site-specific or subscriber-specific configurations, enabling them to precisely tailor offers to each customer's unique needs.",,
Streamline Pricing with Bulk Price Adjustments in Enterprise Sales Management,,,Industries,Communications Cloud,Enterprise Sales Management,,,TRUE,,Select multiple quote line items and apply price adjustments in one go. You can also include child product line items when you apply bulk price adjustments.,,
Simplify Pricing with Predefined Adjustment Codes,,,Industries,Communications Cloud,Enterprise Sales Management,,,TRUE,,Enhance your pricing adjustments in Enterprise Sales Management by using predefined adjustment codes from Enterprise Product Catalog. Easily apply these codes to both one-time and recurring prices for a more streamlined and efficient process.,,
Increase Asset-to-Quote Limit in Enterprise Sales Management Asset Viewer,,,Industries,Communications Cloud,Enterprise Sales Management,,,TRUE,,Enable better handling of large volumes of data in high-scale B2B scenarios by raising the asset-to-quote limit beyond the current cap of six. Configure thresholds to decide if processing must be synchronous or asynchronous. Receive in-app notifications to stay updated on the start and completion of the asset-to-quote process.,,
Improve Performance with Level-Based Item Retrieval in Enterprise Sales Management Configuration Cart,,,Industries,Communications Cloud,Enterprise Sales Management,,,TRUE,,Reduce delays and prevent potential errors through a faster and more efficient process when you manage large bundles. Retrieve and show bundle items one level at a time instead of fetching and showing all items at once.,,
Simplify Discount Management with Advanced Search and Flexible Bundle Selection,,,Industries,Communications Cloud,Enterprise Sales Management,,,TRUE,,"Quickly search for products within your quote or across the entire catalog when you apply custom discounts. Select entire product bundles in one go, including all related child products. Add or remove products as needed. You can also include child product line items when you apply custom discounts.",,
Enhance Global Reach with Multilingual Support in Enterprise Sales Management,,,Industries,Communications Cloud,Enterprise Sales Management,,,TRUE,,"Leverage multilingual labels on the product catalog page and attributes. Show product information, promotions, and attributes in multiple locales, adapting to each user's profile settings. Provide a seamless and consistent experience for our global customers across different regions.",,
Optimize Bundle Management with Accurate Product and Attribute Sequencing,,,Industries,Communications Cloud,Enterprise Sales Management,,,TRUE,,"Experience an improved product bundle display in Enterprise Sales Management. Make your catalog management and working cart operations smoother and more efficient by showing all products within a bundle, including their attributes, in the correct sequence.",,
Keep Your Catalog and Cart Fresh,,,Industries,Communications Cloud,Enterprise Sales Management,,,TRUE,,Keep your Enterprise Sales Management product catalog and configuration cart up to date by notifying reps when products expire or reach the end of their selling period. Improve the overall user experience by making sure that only the current and available items are included in transactions.,,
Streamline Customer Support for Service Issues,,,Industries,Communications Cloud,Communications Cloud Agent Console,,,TRUE,,"Quickly analyze and resolve customer service issues by identifying the underlying account, service, or network problems. Provide your customer support reps with a consistent and service-aware approach to troubleshooting, reducing the need to access multiple network-facing systems. With Service Troubleshooting, simplify the end-to-end process, and provide diagnostic tools to achieve faster resolutions and ensure a better customer experience.",,
Easily Enable Einstein for Communications from Setup,,,Industries,Communications Cloud,Einstein for Communications,TRUE,,,,"Get access to the existing and new generative AI features for Communications Cloud.
",,
Use Data Cloud to Proactively Track Service Level Objectives,,,Industries,Communications Cloud,Track Service Level Objectives and Identify Potential Upsell Opportunities,TRUE,,,,"Leverage Data Cloud for real-time data streaming, active monitoring, and in-depth reporting. Automate the process of sending SLO breach emails by using the Process Asset SLO Breach Tasks flow. Ensure comprehensive SLO analysis by customizing metrics through the Get Service Level Objective and Network Data flow.",,
Analyze Service Level Objectives and Identify Opportunities for Upsell,,,Industries,Communications Cloud,Track Service Level Objectives and Identify Potential Upsell Opportunities,,,TRUE,,"Your service reps can use Einstein generative AI to analyze the data obtained from Data Cloud. When customers contact your service reps about service degradation, the reps can employ generative AI for Service Level Objective (SLO) analysis. Your reps can choose between a summarized or detailed analysis. They can also identify opportunities to recommend plan upgrades to customers to prevent service performance issues.",,
Create Quotes for New and Existing Customers with the Onboard Customer Flow,,,Industries,Communications Cloud,Communications Cloud Sales,TRUE,,,,"When a customer contacts your sales rep, the sales rep can search for the customer’s account by using the customer's account name. If they don’t find any account, they can easily capture the new customer's details and quote information. The sales rep can then review and edit the customer's site as needed. Finally, they can browse catalogs, add products, and save the quote. They can also provide billing details for the quote.",,
Easily Add Multiple Locations to Quotes and Orders,,,Industries,Communications Cloud,Communications Cloud Sales,TRUE,,,,"Your sales reps can go to the Locations tab of a quote and upload a CSV file with the location data. Salesforce automatically maps the file columns, and your sales reps can also manually map the columns from the uploaded file to the expected fields in the Quote Line Item Recipient or Order Product Recipient entities. Alternatively, they can add locations by selecting service accounts, or by manually entering new location details.",,
Browse Product Catalogs and Assign Products to Locations,,,Industries,Communications Cloud,Communications Cloud Sales,TRUE,,,,"After your sales reps add locations to a quote, they can explore product catalogs. Based on the location selections that your sales reps make on the Edit Locations window, they can see qualified and disqualified products. Your sales reps can also review and edit the selected locations. To streamline the process of assigning products to locations, they can organize locations by their fields, such as broadband connection type. After the products are added to the quote, the products are priced based on the locations that they are assigned to.",,
Manage Your MultiSite Customer Assets,,,Industries,Communications Cloud,Communications Cloud Sales,TRUE,,,,"Your sales reps can amend or cancel assets for multiple locations. When an amendment quote or order is created, service accounts are converted to quote line item recipients or order product recipients.",,
New Objects in Communications Cloud,,,Industries,Communications Cloud,Communications Cloud Sales,TRUE,,,,Do more with the new objects in Communications Cloud that represent the entities that services are quoted or ordered for.,,
Asset Service Lifecycle Management,,,Industries,Communications Cloud,,,,TRUE,,"Get greater control over and predictability for your inventory operations and maximize the revenue from aftermarket asset services by using the Asset Service Lifecycle Management features. With Inventory Count, streamline your inventory counting processes and identify inventory discrepancies. With Inventory Replenishment, prevent stockouts by automating replenishment when inventories reach predefined thresholds. Estimate installation work for products in quotes, orders, and field service work. Book service appointments independently as a standalone feature to enhance your operational efficiency.",,
Streamline Delivery Execution and Efficiently Complete Tours,,,Industries,Consumer Goods Cloud,Retail Execution,TRUE,,,,"With convenient access to delivery documents, tour drivers can swiftly deliver preordered products, obtain signatures, generate invoices, and handle returns. After deliveries are done, tour drivers can complete end-of-tour tasks by easily checking in the remaining products and recording the vehicle’s mileage or status. After finishing the end-of-tour activities, drivers can complete the tour and track the time spent.",,
Ensure Visit Integrity with Geofencing and Time Tracking,,,Industries,Consumer Goods Cloud,Retail Execution,TRUE,,,,"Implement explicit start visit to make sure sales reps and tour drivers begin a visit before its execution in the Consumer Goods Cloud offline mobile app. By using geofencing and time tracking, oversee visits, reduce the risk of fraudulent visits, and make visit execution accurate and reliable. Make sure the sales reps or tour drivers are physically at the stores during the visit by letting them start or finish a visit only within the defined radius and by limiting the number of in-progress visits to one.",,
Boost Brand Visibilty by Adding Your Company Logo on Consumer Goods Cloud Offline Mobile App,,,Industries,Consumer Goods Cloud,Retail Execution,,,TRUE,,"Make your brand more visible and meet the different needs of different markets, places, and business groups with company logos in the Consumer Goods Cloud offline mobile app. Showcase a unique logo for each sales organization on the Summary card of the Your Day page.",,
Share Visits Is Retired,,,Industries,Consumer Goods Cloud,Retail Execution,,TRUE,,,"Starting Spring ’25, you can no longer enable the Share visits setting under Retail Execution Settings and only the owner of the visit has access to the visit. For your users to share visits and access related records, implement custom sharing using any of Salesforce platform sharing capabilities. If you’re an existing customer and haven’t turned off the Share visits setting, you ‌must first implement platform-based visit sharing and then manually turn off the setting before upgrading to Consumer Goods Cloud Spring ’25. Complete this step to prevent unexpected results while sharing visits on the Consumer Goods Cloud Managed package.",,
Usability Improvements for Desktop Orders,,,Industries,Consumer Goods Cloud,Retail Execution,,TRUE,,,Learn about the layout changes for desktop orders in Spring ’25.,,
Other Improvements in Retail Execution,,,Industries,Consumer Goods Cloud,Retail Execution,,TRUE,,,"Delete completed visits, add more promotions, customize the signature area, and ensure system compatibility with Consumer Goods Cloud.",,
New and Changed Objects for Retail Execution,,,Industries,Consumer Goods Cloud,Retail Execution,,TRUE,,,Do more with the new and updated Retail Execution objects.,,
Plan for Windows Server Based Modeler’s Retirement,,,Industries,Consumer Goods Cloud,,,TRUE,,,"The Windows Server based Modeler is scheduled for retirement in late 2025, and will be in maintenance mode until then. We recommend that you transition to Visual Studio (VS) Code based Modeler. VS Code based Modeler offers similar modeling capabilities without the need for a separate Windows server and database. VS Code based Modeler includes the Consumer Goods Cloud Modeler command line interface (CLI) plugin that's fully integrated into the Salesforce CLI. Use the Modeler CLI plugin to perform various Modeler operations, such as validate contracts, build custom apps, run a simulation of your custom CG Cloud offline mobile app directly on your machine, and create deployment packages.",,
Reduce Time and Effort by Copying Manual Inputs for Tactics,,,Industries,Consumer Goods Cloud,Trade Promotion Management,TRUE,,,,"Give key account managers (KAMs) the option to copy the manual inputs of a tactic when they copy a tactic. Previously, when KAMs copied a tactic, they couldn't copy the tactic's manual inputs.",,
​​Retrieve and Audit Account Plan Manual Inputs,,,Industries,Consumer Goods Cloud,Trade Promotion Management,TRUE,,,,"With the new Get Manual Inputs integration API, you can now retrieve the manual inputs for an account plan recorded as session data in Consumer Goods Processing Services. If multiple changes are made to the account plan, the changes made at different times and by different users are recorded as separate sessions. Use the Get Comparison integration API to retrieve the manual inputs recorded in two separate sessions.",,
Manage TPM Permission Sets Efficiently,,,Industries,Consumer Goods Cloud,Trade Promotion Management,TRUE,,,,"The Consumer Goods managed package now has new permission sets, such as TPM Standard Object Admin and TPM Master Data Admin. These permission sets are automatically updated whenever the managed package is upgraded. Assign your users these permission sets to save the hassle of managing permission sets every time you upgrade to the latest version of the Consumer Goods managed package.",,
Preview Your Processing Service,,,Industries,Consumer Goods Cloud,Trade Promotion Management,,,TRUE,,Verify that a new version of the processing service is working seamlessly with the existing managed package. Test the new processing service version in your Sandbox early on to ensure that you don’t face any hiccups when your production org uses the latest processing service. The new processing service version is automatically available in Sandbox and Production org when the new version of Salesforce core is available per the release timelines.,,
New and Changed Objects for Trade Promotion Management,,,Industries,Consumer Goods Cloud,Trade Promotion Management,,TRUE,,,Do more with the new and updated Trade Promotion Management objects.,,
New and Changed Metadata Types,,,Industries,Consumer Goods Cloud,,,TRUE,,,Make the most of the new and changed metadata types in Consumer Goods Cloud.,,
Einstein Generative AI for Energy and Utilities Cloud Enhancements,,,Industries,Energy and Utilities Cloud,,,,TRUE,,"Boost the efficiency of your service reps with Einstein generative AI features. Expand the existing generative AI capabilities of Agent Console to include engagement summaries, clean energy program suggestions, and case summaries.",,
Improve Case Management with Easy Access to Case Details,,,Industries,Energy and Utilities Cloud,,,,TRUE,,"Help your contact center reps make informed decisions with related object fields in cases. When creating a case in Agent Console, reps can quickly draw relevant insights with easy access to details of the related billing account, service point, location record and more.",,
Closely Monitor Business Relationship Planning with Objective Tracking Metrics,,,Industries,Financial Services Cloud,Business Relationship Plan,TRUE,,,,"Help your relationship teams promptly address discrepancies by capturing deviations at both the account plan and objective levels. The Objectives component now provides comprehensive tracking metrics, showing progress updates at both summarized and detailed objective levels. At the broader level, view the total number of objectives, measures with no updates, and the number of overdue tasks. At the granular level, see the count of completed measures, completed tasks, inactive measures, and overdue tasks associated with a specific objective. Streamline the monitoring process to enhance efficiency and facilitate prompt interventions through better performance tracking.",,
Effectively Implement Objectives with Action Plans,,,Industries,Financial Services Cloud,Business Relationship Plan,TRUE,,,,"Use action plans to effectively complete the tasks required for business processes tied to account plan objectives. Your relationship teams can now create tasks by using action plans from the Tasks Flexcard component on the account plan objective record page. View an aggregated count of the tasks that are directly associated with objectives, whether they are created individually or through action plans. Clearly visualize the distribution of tasks based on their progress by using a task distribution pie chart. Ensure timely follow-up by receiving alerts for the overdue tasks associated with action plans. Provide better visibility into the progress of business relationship plans by improving the overall task management for account plan objectives.",,
Efficiently Create Measures for Account Plan Objectives By Using a Guided Flow,,,Industries,Financial Services Cloud,Business Relationship Plan,TRUE,,,,"Your relationship teams can now use a single guided flow to set target metrics for account plan objectives. Define measures for an objective and link related records all at once, maintaining context throughout. Easily associate relevant opportunities, cases, and financial deals as related records to the measures for the objectives that your relationship managers own. Visualize the progress of each measure by using progress ring indicators. Reduce administrative overhead with an efficient, unified workflow that minimizes clicks, saving objective owners time and effort.",,
Keep Client Financial Goals on Track with Contextual Alerts and Actions,,,Industries,Financial Services Cloud,Data Cloud for Financial Services Cloud,,,TRUE,,Get the benefits of both Data Cloud and Financial Services Cloud to get a complete financial picture of consumers' financial health.,,
Quickly Compare Actual and Target Allocations,,,Industries,Financial Services Cloud,Portfolio Management,,,TRUE,,"Align your client’s asset portfolio with their investment strategy and give advice on rebalancing if the portfolio deviates from the target allocations. Review the charts of your client’s current allocation by using the new asset allocation visualization component for accounts.
",,
Increase the Efficiency of Your Loan Approval Workflow,,,Industries,Financial Services Cloud,Digital Lending—India,,TRUE,,,"Help your users perform purposeful loan-related verifications by connecting to their preferred external services through the new integration templates. With the automated loan origination services, improve the efficiency and accuracy and reduce the manual effort in verifying that applicants meet the loan approval criteria.",,
